Date,Session_Primary_Channel_Group,Sessions,Impressions,Clicks,CTR(%),Conversion_Rate(%),Attributed_Sales,Marketing_Spend,ROAS
2023-12-13,Shopee Ads,181,2353,36,1.53,1.77,94.27,468.14,0.2
2023-12-13,Direct,39,156,5,3.21,3.09,39.01,0.0,0.0
2023-12-13,Email,31,62,4,6.45,1.78,0.0,836.83,0.0
2023-12-13,Shopee Ads,118,1180,17,1.44,4.06,136.32,772.73,0.18
2023-12-13,Referral,21,84,5,5.95,3.21,0.0,0.0,0.0
2023-12-13,Social (FB/IG),153,2907,64,2.2,4.95,270.91,745.04,0.36
2023-12-13,Lazada Ads,179,1790,30,1.68,3.36,274.69,566.75,0.48
2023-12-13,Referral,31,93,7,7.53,4.53,37.11,0.0,0.0
2023-12-14,Shopee Ads,109,1417,7,0.49,2.02,65.37,156.37,0.42
2023-12-14,Email,18,54,4,7.41,1.97,0.0,277.95,0.0
2023-12-14,Lazada Ads,124,1488,34,2.28,2.81,123.86,500.45,0.25
2023-12-14,Shopee Ads,135,1755,40,2.28,1.32,49.64,818.09,0.06
2023-12-14,Social (FB/IG),66,858,16,1.86,3.2,95.88,583.56,0.16
2023-12-14,Shopee Ads,95,1520,15,0.99,2.19,63.55,932.49,0.07
2023-12-14,Social (FB/IG),83,996,14,1.41,1.29,41.52,143.47,0.29
2023-12-14,Shopee Ads,91,1547,43,2.78,3.1,41.53,739.77,0.06
2023-12-14,Paid Search (Google Ads),75,1200,6,0.5,3.95,73.09,743.59,0.1
2023-12-15,Shopee Ads,165,2970,84,2.83,3.2,235.62,655.02,0.36
2023-12-15,Organic Search,81,324,17,5.25,2.41,24.85,0.0,0.0
2023-12-15,Direct,41,123,7,5.69,2.64,35.49,0.0,0.0
2023-12-15,Referral,27,81,4,4.94,4.65,45.95,0.0,0.0
2023-12-15,Lazada Ads,108,1188,9,0.76,1.59,31.07,476.75,0.07
2023-12-16,Paid Search (Google Ads),62,1116,14,1.25,4.55,90.61,375.41,0.24
2023-12-16,Direct,66,198,12,6.06,2.54,25.3,0.0,0.0
2023-12-16,Lazada Ads,68,680,14,2.06,2.0,31.83,285.8,0.11
2023-12-17,Email,21,84,3,3.57,3.14,0.0,330.17,0.0
2023-12-17,Social (FB/IG),168,2016,54,2.68,1.63,65.99,971.53,0.07
2023-12-17,Email,28,56,5,8.93,1.07,0.0,160.37,0.0
2023-12-17,Organic Search,65,260,13,5.0,1.4,0.0,0.0,0.0
2023-12-17,Referral,20,60,5,8.33,2.68,0.0,0.0,0.0
2023-12-17,Organic Search,55,165,12,7.27,4.63,40.4,0.0,0.0
2023-12-18,Social (FB/IG),160,2560,29,1.13,2.19,82.06,665.14,0.12
2023-12-18,Shopee Ads,147,1617,25,1.55,3.28,85.55,983.4,0.09
2023-12-19,Social (FB/IG),102,1428,11,0.77,4.59,104.05,578.32,0.18
2023-12-19,Paid Search (Google Ads),83,1411,25,1.77,4.78,70.17,504.41,0.14
2023-12-19,Lazada Ads,82,1066,26,2.44,3.56,99.77,847.32,0.12
2023-12-20,Social (FB/IG),126,1260,9,0.71,4.78,292.04,217.84,1.34
2023-12-20,Referral,56,112,10,8.93,1.31,0.0,0.0,0.0
2023-12-20,Referral,41,82,10,12.2,3.63,33.7,0.0,0.0
2023-12-20,Paid Search (Google Ads),87,1305,15,1.15,1.59,39.52,377.98,0.1
2023-12-20,Shopee Ads,164,2952,18,0.61,1.93,113.96,204.56,0.56
2023-12-20,Direct,56,168,7,4.17,1.52,0.0,0.0,0.0
2023-12-21,Referral,23,46,2,4.35,4.48,22.08,0.0,0.0
2023-12-21,Email,12,24,1,4.17,1.37,0.0,226.16,0.0
2023-12-22,Organic Search,149,596,26,4.36,2.22,83.54,0.0,0.0
2023-12-22,Paid Search (Google Ads),110,1430,21,1.47,3.62,99.44,361.42,0.28
2023-12-22,Lazada Ads,163,2934,57,1.94,3.73,196.74,297.96,0.66
2023-12-22,Email,14,42,2,4.76,1.37,0.0,126.62,0.0
2023-12-22,Referral,23,69,4,5.8,2.66,0.0,0.0,0.0
2023-12-22,Paid Search (Google Ads),96,1632,47,2.88,2.38,45.35,776.05,0.06
2023-12-22,Lazada Ads,83,913,11,1.2,2.14,47.89,563.48,0.08
2023-12-22,Shopee Ads,106,1908,34,1.78,3.76,82.56,527.27,0.16
2023-12-23,Paid Search (Google Ads),79,1106,7,0.63,2.51,34.76,887.0,0.04
2023-12-23,Lazada Ads,116,1856,55,2.96,2.24,62.6,332.47,0.19
2023-12-23,Shopee Ads,153,2754,70,2.54,2.66,148.57,129.64,1.15
2023-12-23,Lazada Ads,90,1530,18,1.18,1.07,0.0,380.23,0.0
2023-12-23,Paid Search (Google Ads),117,1170,30,2.56,4.07,92.08,532.05,0.17
2023-12-23,Lazada Ads,133,1330,13,0.98,4.59,185.6,826.7,0.22
2023-12-24,Social (FB/IG),175,2625,45,1.71,2.55,193.57,346.34,0.56
2023-12-24,Organic Search,50,200,12,6.0,4.76,66.29,0.0,0.0
2023-12-24,Paid Search (Google Ads),71,710,11,1.55,1.02,0.0,413.69,0.0
2023-12-24,Lazada Ads,176,2112,47,2.23,1.54,85.42,250.37,0.34
2023-12-24,Email,24,48,5,10.42,1.6,0.0,836.85,0.0
2023-12-24,Referral,26,104,7,6.73,2.02,0.0,0.0,0.0
2023-12-25,Shopee Ads,84,1512,9,0.6,2.3,20.75,175.39,0.12
2023-12-26,Shopee Ads,169,2535,73,2.88,3.1,222.47,338.03,0.66
2023-12-26,Lazada Ads,121,1936,43,2.22,1.36,35.17,484.91,0.07
2023-12-26,Referral,46,184,5,2.72,2.96,22.27,0.0,0.0
2023-12-26,Social (FB/IG),148,2220,34,1.53,4.69,125.1,334.18,0.37
2023-12-26,Email,13,26,2,7.69,1.57,0.0,192.54,0.0
2023-12-27,Organic Search,106,424,24,5.66,4.16,101.76,0.0,0.0
2023-12-27,Paid Search (Google Ads),63,819,11,1.34,1.21,0.0,847.83,0.0
2023-12-27,Direct,40,120,9,7.5,3.25,45.5,0.0,0.0
2023-12-27,Organic Search,141,282,37,13.12,2.63,87.58,0.0,0.0
2023-12-27,Direct,97,194,17,8.76,2.49,99.1,0.0,0.0
2023-12-29,Email,10,30,1,3.33,1.62,0.0,428.42,0.0
2023-12-29,Direct,41,164,9,5.49,1.01,0.0,0.0,0.0
2023-12-30,Paid Search (Google Ads),63,945,27,2.86,3.11,43.71,147.6,0.3
2023-12-30,Social (FB/IG),90,1620,22,1.36,2.31,76.8,680.27,0.11
2023-12-30,Social (FB/IG),106,1802,47,2.61,1.03,35.09,756.24,0.05
2023-12-30,Direct,79,237,16,6.75,3.84,128.22,0.0,0.0
2023-12-31,Referral,57,114,10,8.77,3.47,32.02,0.0,0.0
2023-12-31,Organic Search,75,225,7,3.11,3.78,98.14,0.0,0.0
2023-12-31,Referral,34,136,4,2.94,2.62,0.0,0.0,0.0
2023-12-31,Paid Search (Google Ads),63,1071,11,1.03,3.2,65.02,127.99,0.51
2023-12-31,Referral,27,81,4,4.94,2.92,0.0,0.0,0.0
2024-01-01,Organic Search,76,228,11,4.82,3.72,93.05,0.0,0.0
2024-01-01,Referral,53,106,7,6.6,1.63,0.0,0.0,0.0
2024-01-01,Shopee Ads,107,1819,26,1.43,2.89,82.93,367.68,0.23
2024-01-01,Direct,51,102,5,4.9,3.06,29.18,0.0,0.0
2024-01-02,Organic Search,102,204,24,11.76,3.98,87.85,0.0,0.0
2024-01-02,Direct,91,273,12,4.4,3.64,79.1,0.0,0.0
2024-01-02,Direct,35,140,3,2.14,1.21,0.0,0.0,0.0
2024-01-02,Paid Search (Google Ads),78,1482,41,2.77,2.83,47.34,791.09,0.06
2024-01-02,Referral,51,204,6,2.94,1.9,0.0,0.0,0.0
2024-01-03,Paid Search (Google Ads),93,1302,10,0.77,3.75,134.4,159.86,0.84
2024-01-03,Referral,53,212,9,4.25,4.14,82.06,0.0,0.0
2024-01-03,Paid Search (Google Ads),106,1802,11,0.61,3.21,93.28,428.69,0.22
2024-01-03,Organic Search,57,171,12,7.02,4.96,44.46,0.0,0.0
2024-01-03,Organic Search,73,219,16,7.31,3.38,41.21,0.0,0.0
2024-01-03,Paid Search (Google Ads),62,744,6,0.81,2.06,23.32,531.53,0.04
2024-01-03,Organic Search,132,528,37,7.01,1.84,51.57,0.0,0.0
2024-01-04,Paid Search (Google Ads),89,1335,28,2.1,2.61,94.41,156.74,0.6
2024-01-04,Paid Search (Google Ads),48,672,18,2.68,2.03,0.0,354.67,0.0
2024-01-04,Lazada Ads,99,1881,13,0.69,1.08,33.04,176.32,0.19
2024-01-04,Referral,32,64,5,7.81,1.04,0.0,0.0,0.0
2024-01-04,Referral,46,92,7,7.61,3.94,41.6,0.0,0.0
2024-01-04,Social (FB/IG),106,1802,11,0.61,4.29,122.4,100.75,1.21
2024-01-04,Social (FB/IG),169,2197,62,2.82,4.95,387.53,391.97,0.99
2024-01-04,Referral,34,136,5,3.68,4.76,20.99,0.0,0.0
2024-01-05,Direct,96,384,19,4.95,2.1,88.73,0.0,0.0
2024-01-05,Organic Search,104,208,16,7.69,2.23,88.68,0.0,0.0
2024-01-05,Social (FB/IG),173,2076,44,2.12,2.89,108.6,501.82,0.22
2024-01-05,Social (FB/IG),74,1258,36,2.86,2.65,29.45,591.65,0.05
2024-01-06,Shopee Ads,173,3114,76,2.44,1.49,51.04,374.92,0.14
2024-01-06,Social (FB/IG),88,1144,13,1.14,4.11,109.05,183.54,0.59
2024-01-06,Organic Search,72,216,10,4.63,4.67,76.35,0.0,0.0
2024-01-06,Email,18,36,3,8.33,2.23,0.0,994.25,0.0
2024-01-06,Social (FB/IG),143,2574,26,1.01,4.09,222.2,500.97,0.44
2024-01-07,Lazada Ads,73,1241,30,2.42,4.48,124.49,413.33,0.3
2024-01-07,Lazada Ads,161,2093,26,1.24,4.75,226.85,214.82,1.06
2024-01-07,Social (FB/IG),165,2640,42,1.59,4.92,308.32,670.27,0.46
2024-01-07,Social (FB/IG),177,1770,20,1.13,3.56,150.01,944.86,0.16
2024-01-08,Email,18,72,3,4.17,4.54,0.0,951.14,0.0
2024-01-08,Paid Search (Google Ads),116,1392,23,1.65,2.45,97.96,795.39,0.12
2024-01-08,Paid Search (Google Ads),47,752,14,1.86,3.95,20.73,317.91,0.07
2024-01-08,Organic Search,121,484,23,4.75,1.35,44.54,0.0,0.0
2024-01-08,Shopee Ads,133,1330,7,0.53,2.86,66.66,501.97,0.13
2024-01-09,Referral,27,108,4,3.7,2.66,0.0,0.0,0.0
2024-01-10,Organic Search,136,272,23,8.46,4.69,201.5,0.0,0.0
2024-01-10,Paid Search (Google Ads),66,924,6,0.65,1.54,38.93,930.94,0.04
2024-01-10,Organic Search,53,159,11,6.92,1.04,0.0,0.0,0.0
2024-01-10,Paid Search (Google Ads),96,1824,53,2.91,2.43,91.49,316.3,0.29
2024-01-11,Organic Search,53,106,14,13.21,1.58,0.0,0.0,0.0
2024-01-11,Referral,24,96,3,3.12,4.6,41.23,0.0,0.0
2024-01-11,Organic Search,131,393,19,4.83,2.95,111.1,0.0,0.0
2024-01-11,Organic Search,88,176,25,14.2,2.8,87.41,0.0,0.0
2024-01-11,Referral,27,54,6,11.11,1.27,0.0,0.0,0.0
2024-01-12,Referral,36,144,4,2.78,3.85,27.69,0.0,0.0
2024-01-12,Organic Search,99,396,26,6.57,1.47,21.3,0.0,0.0
2024-01-12,Shopee Ads,73,1095,31,2.83,3.57,57.06,586.89,0.1
2024-01-12,Email,28,56,5,8.93,1.88,0.0,198.51,0.0
2024-01-12,Organic Search,62,248,14,5.65,3.86,55.31,0.0,0.0
2024-01-12,Shopee Ads,171,2052,55,2.68,2.73,174.37,344.78,0.51
2024-01-12,Referral,54,162,13,8.02,3.77,68.47,0.0,0.0
2024-01-13,Direct,47,141,6,4.26,4.01,39.47,0.0,0.0
2024-01-13,Email,12,48,1,2.08,2.66,0.0,702.09,0.0
2024-01-13,Referral,30,60,8,13.33,2.09,0.0,0.0,0.0
2024-01-14,Paid Search (Google Ads),92,1012,11,1.09,1.44,42.56,826.13,0.05
2024-01-14,Organic Search,93,279,23,8.24,1.16,44.94,0.0,0.0
2024-01-14,Lazada Ads,134,2412,58,2.4,4.06,188.23,814.79,0.23
2024-01-15,Direct,67,268,19,7.09,1.07,0.0,0.0,0.0
2024-01-15,Paid Search (Google Ads),48,864,6,0.69,3.3,21.47,465.19,0.05
2024-01-15,Organic Search,94,376,21,5.59,3.94,70.43,0.0,0.0
2024-01-15,Paid Search (Google Ads),52,676,16,2.37,1.96,49.32,684.01,0.07
2024-01-16,Paid Search (Google Ads),50,850,6,0.71,1.6,0.0,946.87,0.0
2024-01-16,Direct,68,136,15,11.03,1.01,0.0,0.0,0.0
2024-01-16,Shopee Ads,129,1677,36,2.15,4.86,297.0,572.24,0.52
2024-01-16,Lazada Ads,110,1980,41,2.07,4.7,219.22,656.65,0.33
2024-01-17,Shopee Ads,127,2413,39,1.62,4.3,188.59,466.23,0.4
2024-01-18,Shopee Ads,167,2338,26,1.11,3.9,203.89,206.7,0.99
2024-01-18,Paid Search (Google Ads),86,1376,12,0.87,2.73,77.36,923.84,0.08
2024-01-18,Social (FB/IG),141,1410,20,1.42,3.48,186.55,930.32,0.2
2024-01-19,Direct,42,126,9,7.14,2.15,0.0,0.0,0.0
2024-01-19,Email,27,108,3,2.78,4.27,29.72,854.55,0.03
2024-01-19,Shopee Ads,98,1764,15,0.85,4.55,143.21,169.5,0.84
2024-01-20,Direct,74,296,13,4.39,4.7,147.82,0.0,0.0
2024-01-20,Direct,77,231,14,6.06,1.4,46.06,0.0,0.0
2024-01-20,Organic Search,122,366,20,5.46,2.89,145.44,0.0,0.0
2024-01-20,Referral,28,112,6,5.36,3.76,39.81,0.0,0.0
2024-01-20,Paid Search (Google Ads),75,1050,6,0.57,2.28,27.14,570.9,0.05
2024-01-21,Referral,22,88,4,4.55,2.53,0.0,0.0,0.0
2024-01-22,Lazada Ads,160,1920,15,0.78,2.79,162.91,514.84,0.32
2024-01-22,Shopee Ads,139,1946,45,2.31,2.35,85.36,276.79,0.31
2024-01-22,Organic Search,144,432,18,4.17,4.63,298.23,0.0,0.0
2024-01-22,Email,24,96,2,2.08,2.18,0.0,764.43,0.0
2024-01-22,Lazada Ads,100,1800,46,2.56,1.73,33.75,521.02,0.06
2024-01-22,Email,19,76,4,5.26,2.94,0.0,825.04,0.0
2024-01-23,Direct,47,141,6,4.26,4.15,30.85,0.0,0.0
2024-01-23,Organic Search,114,342,32,9.36,3.1,84.81,0.0,0.0
2024-01-23,Email,11,22,1,4.55,3.16,0.0,652.01,0.0
2024-01-24,Referral,58,116,5,4.31,4.67,49.16,0.0,0.0
2024-01-24,Organic Search,135,540,22,4.07,1.85,57.24,0.0,0.0
2024-01-24,Organic Search,146,292,28,9.59,1.2,34.53,0.0,0.0
2024-01-24,Social (FB/IG),141,2115,23,1.09,1.86,40.88,927.43,0.04
2024-01-25,Email,17,68,4,5.88,3.53,0.0,246.07,0.0
2024-01-25,Social (FB/IG),86,1548,30,1.94,2.14,27.61,232.0,0.12
2024-01-25,Referral,52,208,7,3.37,3.27,31.13,0.0,0.0
2024-01-25,Direct,79,316,14,4.43,1.77,48.15,0.0,0.0
2024-01-25,Social (FB/IG),152,1520,33,2.17,2.5,113.85,619.46,0.18
2024-01-26,Lazada Ads,177,2832,52,1.84,2.72,90.11,275.12,0.33
2024-01-26,Social (FB/IG),90,1440,24,1.67,1.56,32.94,443.15,0.07
2024-01-26,Social (FB/IG),171,2736,19,0.69,2.27,71.51,875.35,0.08
2024-01-27,Email,29,58,7,12.07,1.44,0.0,866.12,0.0
2024-01-27,Social (FB/IG),135,2565,13,0.51,2.78,91.75,629.45,0.15
2024-01-27,Shopee Ads,96,1440,12,0.83,3.53,87.28,296.88,0.29
2024-01-27,Email,22,66,6,9.09,3.42,0.0,332.52,0.0
2024-01-28,Referral,58,116,12,10.34,2.65,48.19,0.0,0.0
2024-01-28,Shopee Ads,163,2934,21,0.72,3.89,214.8,265.76,0.81
2024-01-28,Organic Search,133,266,28,10.53,2.1,57.41,0.0,0.0
2024-01-28,Direct,41,82,4,4.88,3.14,39.34,0.0,0.0
2024-01-29,Shopee Ads,121,2057,43,2.09,1.77,75.65,914.9,0.08
2024-01-29,Paid Search (Google Ads),98,1666,31,1.86,3.6,127.04,167.4,0.76
2024-01-29,Social (FB/IG),95,1710,9,0.53,2.41,59.22,502.56,0.12
2024-01-29,Shopee Ads,127,2286,18,0.79,2.89,84.3,551.61,0.15
2024-01-29,Paid Search (Google Ads),60,1140,17,1.49,3.07,49.35,442.02,0.11
2024-01-29,Email,16,48,4,8.33,3.4,0.0,249.64,0.0
2024-01-30,Paid Search (Google Ads),81,1377,40,2.9,4.62,105.25,723.08,0.15
2024-01-30,Paid Search (Google Ads),69,759,6,0.79,3.28,90.19,745.5,0.12
2024-01-30,Direct,89,356,21,5.9,4.2,126.81,0.0,0.0
2024-01-30,Paid Search (Google Ads),105,1260,9,0.71,1.48,49.64,300.74,0.17
2024-01-31,Organic Search,84,336,23,6.85,3.12,40.83,0.0,0.0
2024-01-31,Lazada Ads,75,825,20,2.42,3.32,61.18,170.37,0.36
2024-01-31,Email,18,72,4,5.56,2.85,0.0,921.7,0.0
2024-01-31,Lazada Ads,147,2352,65,2.76,4.1,213.07,107.12,1.99
2024-01-31,Direct,46,138,12,8.7,3.0,33.78,0.0,0.0
2024-02-01,Email,16,32,1,3.12,2.41,0.0,168.81,0.0
2024-02-01,Shopee Ads,159,2385,31,1.3,2.92,84.53,542.73,0.16
2024-02-01,Social (FB/IG),86,1290,19,1.47,4.25,103.22,302.06,0.34
2024-02-01,Shopee Ads,70,1120,9,0.8,1.29,0.0,779.35,0.0
2024-02-01,Lazada Ads,92,1748,37,2.12,1.6,46.16,284.45,0.16
2024-02-01,Direct,62,124,6,4.84,3.41,85.96,0.0,0.0
2024-02-01,Social (FB/IG),154,2772,77,2.78,4.05,241.14,913.64,0.26
2024-02-02,Social (FB/IG),144,2448,67,2.74,1.7,70.77,961.82,0.07
2024-02-02,Direct,38,76,5,6.58,3.52,45.73,0.0,0.0
2024-02-02,Shopee Ads,145,2175,43,1.98,1.55,47.73,998.67,0.05
2024-02-02,Lazada Ads,89,1602,19,1.19,2.18,21.03,296.82,0.07
2024-02-03,Email,26,78,5,6.41,3.46,0.0,739.47,0.0
2024-02-03,Shopee Ads,74,1258,21,1.67,1.11,0.0,318.87,0.0
2024-02-03,Direct,61,244,13,5.33,4.49,92.66,0.0,0.0
2024-02-03,Organic Search,135,540,24,4.44,5.0,146.76,0.0,0.0
2024-02-03,Paid Search (Google Ads),86,1462,7,0.48,4.3,98.74,949.12,0.1
2024-02-04,Lazada Ads,162,1782,36,2.02,4.55,263.92,910.73,0.29
2024-02-04,Paid Search (Google Ads),40,480,13,2.71,3.9,32.87,408.26,0.08
2024-02-04,Referral,23,69,4,5.8,4.93,32.61,0.0,0.0
2024-02-05,Shopee Ads,75,1050,7,0.67,4.65,148.71,527.18,0.28
2024-02-05,Email,18,72,4,5.56,4.86,0.0,190.18,0.0
2024-02-05,Direct,66,264,11,4.17,3.08,47.49,0.0,0.0
2024-02-05,Email,38,76,6,7.89,1.7,0.0,104.26,0.0
2024-02-06,Paid Search (Google Ads),64,960,7,0.73,4.75,135.22,215.11,0.63
2024-02-06,Lazada Ads,155,2170,19,0.88,4.61,312.31,840.79,0.37
2024-02-06,Direct,57,171,11,6.43,1.42,0.0,0.0,0.0
2024-02-06,Social (FB/IG),142,2414,17,0.7,2.08,94.27,594.07,0.16
2024-02-06,Organic Search,122,366,31,8.47,2.55,143.26,0.0,0.0
2024-02-06,Paid Search (Google Ads),61,854,5,0.59,2.34,27.55,131.41,0.21
2024-02-07,Shopee Ads,176,2112,27,1.28,3.86,274.41,814.01,0.34
2024-02-07,Paid Search (Google Ads),103,1854,15,0.81,4.76,179.67,433.52,0.41
2024-02-07,Social (FB/IG),179,2327,66,2.84,2.98,143.61,674.48,0.21
2024-02-07,Organic Search,111,222,11,4.95,4.12,179.68,0.0,0.0
2024-02-07,Referral,53,159,6,3.77,3.5,34.34,0.0,0.0
2024-02-08,Shopee Ads,119,2023,25,1.24,2.03,74.25,536.49,0.14
2024-02-08,Paid Search (Google Ads),111,1665,43,2.58,2.76,145.89,578.75,0.25
2024-02-08,Lazada Ads,158,1896,28,1.48,4.59,310.68,555.3,0.56
2024-02-08,Referral,39,78,10,12.82,2.13,0.0,0.0,0.0
2024-02-08,Social (FB/IG),157,2198,15,0.68,2.13,71.62,671.36,0.11
2024-02-08,Direct,33,66,6,9.09,4.01,25.08,0.0,0.0
2024-02-08,Shopee Ads,133,2261,21,0.93,1.59,43.0,148.29,0.29
2024-02-08,Lazada Ads,159,2703,35,1.29,3.93,170.81,666.19,0.26
2024-02-09,Referral,46,92,9,9.78,4.94,55.39,0.0,0.0
2024-02-09,Email,24,96,6,6.25,4.08,0.0,371.36,0.0
2024-02-09,Social (FB/IG),63,1197,24,2.01,4.53,69.1,649.18,0.11
2024-02-09,Shopee Ads,139,2502,72,2.88,4.18,154.14,375.71,0.41
2024-02-09,Referral,25,100,2,2.0,3.02,0.0,0.0,0.0
2024-02-09,Shopee Ads,97,1746,30,1.72,1.69,21.25,245.58,0.09
2024-02-09,Lazada Ads,79,1185,34,2.87,4.0,103.51,880.91,0.12
2024-02-09,Shopee Ads,160,2880,30,1.04,3.19,182.58,525.71,0.35
2024-02-10,Paid Search (Google Ads),68,748,8,1.07,2.87,37.72,876.06,0.04
2024-02-10,Lazada Ads,134,2010,17,0.85,3.17,132.67,131.21,1.01
2024-02-10,Email,31,124,5,4.03,2.67,0.0,475.57,0.0
2024-02-11,Referral,21,42,4,9.52,4.39,0.0,0.0,0.0
2024-02-11,Paid Search (Google Ads),67,871,15,1.72,3.52,70.31,377.19,0.19
2024-02-11,Social (FB/IG),79,790,11,1.39,3.25,63.18,647.65,0.1
2024-02-11,Social (FB/IG),100,1100,23,2.09,3.98,77.79,958.92,0.08
2024-02-11,Organic Search,92,184,20,10.87,4.6,123.52,0.0,0.0
2024-02-12,Email,22,66,2,3.03,4.05,0.0,718.41,0.0
2024-02-12,Lazada Ads,73,1022,17,1.66,1.01,0.0,950.55,0.0
2024-02-12,Referral,50,100,10,10.0,3.46,35.93,0.0,0.0
2024-02-12,Organic Search,67,268,17,6.34,4.94,132.67,0.0,0.0
2024-02-13,Lazada Ads,177,3186,18,0.56,1.24,71.44,325.17,0.22
2024-02-13,Organic Search,108,216,12,5.56,2.39,70.45,0.0,0.0
2024-02-14,Paid Search (Google Ads),53,954,12,1.26,1.3,0.0,343.99,0.0
2024-02-14,Paid Search (Google Ads),99,1386,41,2.96,4.96,95.74,709.99,0.13
2024-02-15,Direct,40,80,9,11.25,1.45,0.0,0.0,0.0
2024-02-15,Paid Search (Google Ads),107,1284,27,2.1,2.22,51.03,281.07,0.18
2024-02-15,Social (FB/IG),103,1957,54,2.76,4.04,108.97,678.71,0.16
2024-02-16,Paid Search (Google Ads),90,1260,35,2.78,1.74,26.82,959.84,0.03
2024-02-16,Email,27,81,7,8.64,4.47,38.73,989.22,0.04
2024-02-16,Email,32,64,3,4.69,1.44,0.0,208.49,0.0
2024-02-16,Paid Search (Google Ads),80,880,5,0.57,2.31,46.49,534.93,0.09
2024-02-16,Social (FB/IG),84,1428,34,2.38,4.01,106.55,949.46,0.11
2024-02-17,Lazada Ads,140,1400,7,0.5,4.04,213.73,901.07,0.24
2024-02-17,Shopee Ads,162,1620,13,0.8,1.08,32.65,530.13,0.06
2024-02-17,Organic Search,95,285,18,6.32,2.9,67.32,0.0,0.0
2024-02-18,Organic Search,125,250,35,14.0,1.86,50.73,0.0,0.0
2024-02-18,Lazada Ads,84,1092,30,2.75,4.3,111.38,890.59,0.13
2024-02-18,Referral,23,92,4,4.35,1.9,0.0,0.0,0.0
2024-02-18,Lazada Ads,158,2686,33,1.23,2.65,167.69,675.44,0.25
2024-02-18,Direct,94,188,19,10.11,2.64,42.88,0.0,0.0
2024-02-18,Referral,49,98,13,13.27,1.29,0.0,0.0,0.0
2024-02-18,Lazada Ads,76,1368,33,2.41,4.46,78.09,301.85,0.26
2024-02-18,Direct,60,240,11,4.58,2.36,28.13,0.0,0.0
2024-02-18,Referral,44,88,7,7.95,2.55,35.06,0.0,0.0
2024-02-18,Organic Search,140,420,27,6.43,1.69,79.81,0.0,0.0
2024-02-19,Paid Search (Google Ads),87,1305,34,2.61,1.44,42.83,511.51,0.08
2024-02-19,Referral,28,84,4,4.76,4.71,20.55,0.0,0.0
2024-02-19,Lazada Ads,143,2717,30,1.1,2.04,99.39,958.48,0.1
2024-02-19,Shopee Ads,199,3582,101,2.82,1.06,94.13,407.25,0.23
2024-02-19,Shopee Ads,100,1000,26,2.6,4.9,131.88,523.86,0.25
2024-02-19,Direct,71,284,14,4.93,1.16,0.0,0.0,0.0
2024-02-19,Organic Search,102,408,13,3.19,2.14,82.69,0.0,0.0
2024-02-20,Lazada Ads,140,1400,33,2.36,4.91,123.25,243.65,0.51
2024-02-20,Organic Search,130,260,24,9.23,1.01,38.74,0.0,0.0
2024-02-20,Shopee Ads,86,946,13,1.37,1.67,26.79,509.39,0.05
2024-02-20,Paid Search (Google Ads),103,1236,21,1.7,4.56,179.36,716.95,0.25
2024-02-21,Organic Search,147,588,24,4.08,1.42,57.97,0.0,0.0
2024-02-21,Referral,55,220,9,4.09,1.01,0.0,0.0,0.0
2024-02-21,Direct,95,285,13,4.56,4.89,140.3,0.0,0.0
2024-02-22,Referral,48,96,14,14.58,4.06,32.81,0.0,0.0
2024-02-22,Shopee Ads,116,1392,39,2.8,3.69,117.26,164.82,0.71
2024-02-22,Referral,29,58,8,13.79,4.69,30.23,0.0,0.0
2024-02-22,Direct,70,280,9,3.21,3.71,65.32,0.0,0.0
2024-02-22,Direct,57,114,10,8.77,1.46,0.0,0.0,0.0
2024-02-22,Paid Search (Google Ads),87,1392,27,1.94,3.98,136.19,896.84,0.15
2024-02-22,Lazada Ads,95,1045,11,1.05,1.28,49.92,815.95,0.06
2024-02-24,Organic Search,69,207,20,9.66,4.74,68.83,0.0,0.0
2024-02-24,Shopee Ads,191,2865,74,2.58,3.71,180.92,163.29,1.11
2024-02-24,Direct,35,105,6,5.71,3.13,21.62,0.0,0.0
2024-02-24,Direct,45,90,9,10.0,4.61,40.43,0.0,0.0
2024-02-24,Referral,28,56,6,10.71,3.07,0.0,0.0,0.0
2024-02-24,Shopee Ads,148,1480,34,2.3,1.44,82.41,565.3,0.15
2024-02-25,Email,29,116,8,6.9,3.0,0.0,562.74,0.0
2024-02-25,Email,32,96,4,4.17,2.68,0.0,743.42,0.0
2024-02-25,Lazada Ads,92,1564,19,1.21,1.99,40.15,519.84,0.08
2024-02-25,Paid Search (Google Ads),86,1118,24,2.15,2.77,79.41,780.09,0.1
2024-02-25,Shopee Ads,101,1010,26,2.57,4.95,153.22,543.72,0.28
2024-02-25,Social (FB/IG),162,1944,38,1.95,4.57,298.62,476.81,0.63
2024-02-26,Organic Search,95,285,10,3.51,4.99,162.26,0.0,0.0
2024-02-26,Email,21,63,4,6.35,3.76,0.0,796.95,0.0
2024-02-26,Organic Search,98,196,14,7.14,4.68,181.23,0.0,0.0
2024-02-26,Shopee Ads,195,1950,13,0.67,1.52,98.65,952.2,0.1
2024-02-27,Organic Search,107,214,16,7.48,4.84,180.0,0.0,0.0
2024-02-27,Organic Search,77,231,15,6.49,2.6,79.39,0.0,0.0
2024-02-27,Shopee Ads,152,1824,38,2.08,3.28,199.63,498.56,0.4
2024-02-27,Organic Search,127,381,15,3.94,4.22,108.6,0.0,0.0
