Order_No,Item Name,Quantity,Unit_Price,Platform,Customer_ID,Payment_Type,Order_Date
ORD000980,Product SKU0004,8,26.67,Shopify,CUST0103,Credit Card,2023-05-25
ORD000981,Product SKU0102,1,8.34,Shopee,CUST0169,Credit Card,2023-09-09
ORD000982,Product SKU0004,4,23.92,Lazada,CUST0199,COD,2024-10-09
ORD000983,Product SKU0056,7,14.24,Shopee,CUST0035,Wallet,2023-01-29
ORD000984,Product SKU0094,4,19.68,Lazada,CUST0121,Wallet,2024-05-15
ORD000985,Product SKU0122,2,12.92,Lazada,CUST0014,Credit Card,2023-08-29
ORD000986,Product SKU0113,2,21.08,Shopee,CUST0118,Credit Card,2024-02-25
ORD000987,Product SKU0082,7,4.09,Lazada,CUST0107,Wallet,2024-10-15
ORD000988,Product SKU0061,7,6.78,Shopee,CUST0166,Credit Card,2024-09-10
ORD000989,Product SKU0016,7,10.39,Shopee,CUST0036,Wallet,2023-04-02
ORD000990,Product SKU0029,4,22.18,Lazada,CUST0047,COD,2023-03-04
ORD000991,Product SKU0016,5,14.97,Shopee,CUST0075,Wallet,2024-08-21
ORD000992,Product SKU0054,1,8.08,Shopee,CUST0039,Wallet,2023-12-05
ORD000993,Product SKU0091,2,29.24,Lazada,CUST0170,COD,2024-04-06
ORD000994,Product SKU0005,5,17.61,Lazada,CUST0163,COD,2023-06-03
ORD000995,Product SKU0019,6,6.85,Lazada,CUST0114,COD,2023-08-06
ORD000996,Product SKU0007,1,23.09,Shopee,CUST0071,COD,2024-05-09
ORD000997,Product SKU0010,7,25.26,Shopee,CUST0024,Wallet,2023-08-03
ORD000998,Product SKU0062,3,7.18,Shopee,CUST0061,Credit Card,2023-12-18
ORD000999,Product SKU0128,7,6.46,Lazada,CUST0080,COD,2024-08-19
ORD001000,Product SKU0130,3,10.8,Shopee,CUST0126,COD,2024-02-16
ORD001001,Product SKU0056,7,5.5,Shopee,CUST0059,Wallet,2023-07-22
ORD001002,Product SKU0039,6,6.83,Shopee,CUST0070,Credit Card,2023-09-11
ORD001003,Product SKU0032,3,17.41,Shopify,CUST0172,Wallet,2023-07-25
ORD001004,Product SKU0065,6,24.38,Shopify,CUST0081,COD,2024-03-14
ORD001005,Product SKU0119,6,6.58,Lazada,CUST0126,COD,2024-05-18
ORD001006,Product SKU0114,7,16.32,Shopify,CUST0022,Credit Card,2024-08-02
ORD001007,Product SKU0005,6,14.09,Shopify,CUST0156,Credit Card,2024-06-01
ORD001008,Product SKU0022,1,28.95,Lazada,CUST0088,Wallet,2023-12-28
ORD001009,Product SKU0090,8,10.07,Shopee,CUST0105,Credit Card,2023-06-13
ORD001010,Product SKU0130,3,12.5,Shopee,CUST0162,COD,2024-05-17
ORD001011,Product SKU0031,1,26.11,Shopee,CUST0147,Wallet,2023-12-18
ORD001012,Product SKU0004,6,15.17,Shopee,CUST0177,Wallet,2024-12-27
ORD001013,Product SKU0111,1,13.75,Shopee,CUST0192,Wallet,2024-03-28
ORD001014,Product SKU0111,5,13.17,Shopify,CUST0166,COD,2024-05-30
ORD001015,Product SKU0039,1,22.16,Shopee,CUST0077,Credit Card,2024-10-23
ORD001016,Product SKU0006,4,21.74,Shopee,CUST0015,Wallet,2024-08-18
ORD001017,Product SKU0024,5,4.72,Shopee,CUST0101,COD,2024-03-13
ORD001018,Product SKU0126,1,18.14,Lazada,CUST0164,Wallet,2023-02-25
ORD001019,Product SKU0098,2,2.66,Shopee,CUST0082,Credit Card,2024-02-13
ORD001020,Product SKU0084,8,23.93,Lazada,CUST0046,Wallet,2024-02-12
ORD001021,Product SKU0019,2,14.48,Lazada,CUST0108,COD,2023-03-23
ORD001022,Product SKU0088,6,25.5,Shopify,CUST0107,COD,2024-08-16
ORD001023,Product SKU0060,6,27.24,Shopify,CUST0164,Credit Card,2023-01-07
ORD001024,Product SKU0056,3,27.85,Shopee,CUST0005,COD,2023-04-17
ORD001025,Product SKU0128,7,22.66,Shopee,CUST0197,Wallet,2024-03-14
ORD001026,Product SKU0122,7,5.05,Shopee,CUST0195,COD,2023-03-02
ORD001027,Product SKU0023,5,20.09,Shopee,CUST0140,Credit Card,2023-07-08
ORD001028,Product SKU0111,4,10.47,Lazada,CUST0181,Credit Card,2023-11-28
ORD001029,Product SKU0059,8,4.27,Shopify,CUST0074,COD,2024-02-02
ORD001030,Product SKU0028,2,9.46,Shopify,CUST0094,Credit Card,2024-05-31
ORD001031,Product SKU0021,6,29.21,Shopee,CUST0046,COD,2024-11-27
ORD001032,Product SKU0009,5,22.8,Shopify,CUST0198,Credit Card,2024-06-25
ORD001033,Product SKU0051,1,17.49,Lazada,CUST0086,COD,2024-03-24
ORD001034,Product SKU0101,5,29.98,Shopee,CUST0043,Credit Card,2023-05-25
ORD001035,Product SKU0126,4,12.98,Shopify,CUST0031,COD,2024-02-27
ORD001036,Product SKU0122,5,17.93,Shopee,CUST0058,Wallet,2023-02-20
ORD001037,Product SKU0016,3,20.28,Shopify,CUST0090,COD,2023-02-04
ORD001038,Product SKU0083,7,16.97,Shopee,CUST0107,COD,2024-04-19
ORD001039,Product SKU0068,7,21.16,Shopee,CUST0007,Credit Card,2023-11-01
ORD001040,Product SKU0120,3,27.29,Shopee,CUST0043,COD,2023-09-16
ORD001041,Product SKU0093,4,4.66,Lazada,CUST0176,Wallet,2023-04-20
ORD001042,Product SKU0055,1,11.35,Shopify,CUST0010,Wallet,2024-01-13
ORD001043,Product SKU0129,4,13.28,Lazada,CUST0116,Credit Card,2023-08-29
ORD001044,Product SKU0025,5,28.94,Shopee,CUST0035,COD,2023-07-30
ORD001045,Product SKU0123,4,8.28,Shopee,CUST0067,Credit Card,2024-12-11
ORD001046,Product SKU0058,7,5.7,Lazada,CUST0130,Wallet,2024-04-09
ORD001047,Product SKU0052,4,16.57,Shopify,CUST0126,Credit Card,2023-04-14
ORD001048,Product SKU0014,1,27.91,Shopify,CUST0095,COD,2023-02-20
ORD001049,Product SKU0077,3,16.22,Shopee,CUST0130,COD,2023-02-12
ORD001050,Product SKU0003,8,4.45,Shopee,CUST0003,Credit Card,2023-07-21
ORD001051,Product SKU0094,1,16.87,Shopee,CUST0079,COD,2023-06-14
ORD001052,Product SKU0125,2,27.97,Lazada,CUST0035,Wallet,2024-05-09
ORD001053,Product SKU0058,7,16.93,Lazada,CUST0139,Credit Card,2024-06-19
ORD001054,Product SKU0075,2,29.97,Shopee,CUST0189,Wallet,2024-12-02
ORD001055,Product SKU0122,5,17.26,Shopee,CUST0001,Wallet,2024-10-30
ORD001056,Product SKU0061,4,28.47,Lazada,CUST0166,Wallet,2023-07-20
ORD001057,Product SKU0051,6,12.71,Shopify,CUST0094,Credit Card,2023-02-07
ORD001058,Product SKU0022,5,17.8,Shopee,CUST0135,COD,2024-01-07
ORD001059,Product SKU0119,3,26.95,Lazada,CUST0054,Credit Card,2024-04-15
ORD001060,Product SKU0099,6,4.75,Shopee,CUST0131,Credit Card,2024-01-20
ORD001061,Product SKU0096,3,14.22,Shopee,CUST0112,Wallet,2023-07-08
ORD001062,Product SKU0044,4,14.17,Lazada,CUST0121,Wallet,2024-11-28
ORD001063,Product SKU0080,1,15.59,Shopify,CUST0048,Wallet,2023-04-23
ORD001064,Product SKU0006,6,19.9,Shopee,CUST0153,COD,2024-06-21
ORD001065,Product SKU0041,8,27.83,Shopify,CUST0030,Credit Card,2023-11-28
ORD001066,Product SKU0068,7,10.13,Shopee,CUST0035,Credit Card,2024-02-17
ORD001067,Product SKU0118,2,6.52,Shopee,CUST0117,Credit Card,2023-02-14
ORD001068,Product SKU0006,3,16.57,Shopee,CUST0102,COD,2024-10-04
ORD001069,Product SKU0075,7,5.1,Shopify,CUST0080,Credit Card,2024-08-13
ORD001070,Product SKU0104,6,25.72,Shopee,CUST0047,Credit Card,2023-01-12
ORD001071,Product SKU0020,4,24.92,Lazada,CUST0001,Wallet,2024-08-21
ORD001072,Product SKU0091,3,26.01,Shopee,CUST0067,Wallet,2024-01-25
ORD001073,Product SKU0022,1,26.14,Shopee,CUST0107,Credit Card,2023-02-15
ORD001074,Product SKU0071,3,3.68,Shopee,CUST0181,Wallet,2023-06-27
ORD001075,Product SKU0123,3,24.75,Lazada,CUST0012,COD,2023-01-04
ORD001076,Product SKU0061,8,14.96,Shopee,CUST0037,COD,2023-04-28
ORD001077,Product SKU0075,8,2.26,Lazada,CUST0032,Wallet,2023-04-09
ORD001078,Product SKU0099,1,28.29,Shopify,CUST0002,Wallet,2023-04-17
ORD001079,Product SKU0008,6,15.46,Shopee,CUST0192,COD,2024-07-16
ORD001080,Product SKU0104,2,28.79,Shopee,CUST0057,Wallet,2024-08-08
ORD001081,Product SKU0129,3,24.93,Shopee,CUST0134,Wallet,2024-03-30
ORD001082,Product SKU0110,5,15.25,Shopify,CUST0082,Credit Card,2024-06-15
ORD001083,Product SKU0014,4,26.6,Lazada,CUST0168,COD,2024-08-12
ORD001084,Product SKU0004,4,8.85,Shopify,CUST0179,Wallet,2023-08-01
ORD001085,Product SKU0016,2,25.41,Shopify,CUST0025,Wallet,2023-07-10
ORD001086,Product SKU0076,4,24.55,Lazada,CUST0193,Wallet,2023-08-01
ORD001087,Product SKU0003,8,18.79,Shopify,CUST0027,Credit Card,2024-02-05
ORD001088,Product SKU0092,5,7.65,Shopify,CUST0198,Wallet,2024-03-24
ORD001089,Product SKU0097,5,22.08,Shopify,CUST0115,Credit Card,2023-09-10
ORD001090,Product SKU0056,5,13.72,Shopify,CUST0134,Wallet,2023-12-15
ORD001091,Product SKU0122,8,22.72,Lazada,CUST0078,Wallet,2024-10-02
ORD001092,Product SKU0009,6,13.79,Lazada,CUST0077,Credit Card,2024-11-13
ORD001093,Product SKU0055,5,24.53,Shopify,CUST0104,Wallet,2024-06-08
ORD001094,Product SKU0127,8,13.85,Shopee,CUST0057,Credit Card,2023-02-01
ORD001095,Product SKU0121,1,22.97,Shopee,CUST0008,Credit Card,2023-09-24
ORD001096,Product SKU0082,6,3.08,Lazada,CUST0060,Wallet,2024-09-10
ORD001097,Product SKU0087,5,2.28,Lazada,CUST0165,Wallet,2023-03-31
ORD001098,Product SKU0003,1,19.21,Shopee,CUST0044,Wallet,2023-04-01
ORD001099,Product SKU0113,2,4.18,Shopee,CUST0159,Wallet,2023-05-20
ORD001100,Product SKU0063,8,22.15,Lazada,CUST0118,COD,2024-08-11
ORD001101,Product SKU0052,7,21.82,Shopify,CUST0001,Wallet,2023-10-18
ORD001102,Product SKU0029,1,16.75,Shopee,CUST0191,Credit Card,2024-06-29
ORD001103,Product SKU0019,3,5.66,Shopify,CUST0053,Wallet,2024-02-20
ORD001104,Product SKU0004,4,4.63,Lazada,CUST0138,COD,2024-04-03
ORD001105,Product SKU0011,6,3.98,Lazada,CUST0063,Wallet,2024-09-01
ORD001106,Product SKU0101,4,5.24,Shopify,CUST0123,COD,2024-06-17
ORD001107,Product SKU0033,5,2.23,Shopify,CUST0181,Credit Card,2024-06-12
ORD001108,Product SKU0051,8,10.76,Shopify,CUST0128,Credit Card,2024-04-13
ORD001109,Product SKU0021,5,21.45,Lazada,CUST0060,COD,2024-01-29
ORD001110,Product SKU0124,7,29.51,Lazada,CUST0053,COD,2024-03-07
ORD001111,Product SKU0129,8,6.49,Shopify,CUST0170,Credit Card,2024-04-25
ORD001112,Product SKU0049,6,22.77,Lazada,CUST0100,Wallet,2024-09-29
ORD001113,Product SKU0130,5,4.8,Shopee,CUST0174,Wallet,2024-07-30
ORD001114,Product SKU0059,6,3.21,Shopee,CUST0187,Credit Card,2024-04-21
ORD001115,Product SKU0098,1,25.36,Shopee,CUST0079,COD,2023-03-27
ORD001116,Product SKU0026,5,7.81,Lazada,CUST0036,COD,2024-08-03
ORD001117,Product SKU0046,8,2.15,Shopee,CUST0185,COD,2023-03-20
ORD001118,Product SKU0048,4,9.88,Shopee,CUST0038,Wallet,2024-07-06
ORD001119,Product SKU0129,1,9.14,Shopee,CUST0045,Wallet,2024-11-15
ORD001120,Product SKU0128,8,29.51,Lazada,CUST0076,COD,2024-11-27
ORD001121,Product SKU0106,3,22.82,Shopee,CUST0117,Credit Card,2023-07-08
ORD001122,Product SKU0115,1,17.03,Shopee,CUST0041,Credit Card,2024-10-20
ORD001123,Product SKU0059,2,17.38,Shopee,CUST0180,Wallet,2024-11-22
ORD001124,Product SKU0026,4,28.17,Shopify,CUST0119,COD,2023-04-26
ORD001125,Product SKU0112,6,27.07,Shopee,CUST0116,Credit Card,2023-10-12
ORD001126,Product SKU0072,2,14.76,Lazada,CUST0151,Credit Card,2023-12-31
ORD001127,Product SKU0004,8,9.84,Shopee,CUST0115,Wallet,2024-12-06
ORD001128,Product SKU0115,8,14.58,Shopee,CUST0097,Credit Card,2024-05-21
ORD001129,Product SKU0001,2,10.76,Shopee,CUST0114,Wallet,2023-02-19
ORD001130,Product SKU0011,5,3.45,Shopify,CUST0047,Wallet,2023-12-26
ORD001131,Product SKU0100,6,16.95,Shopee,CUST0132,Wallet,2024-01-09
ORD001132,Product SKU0040,2,5.6,Shopee,CUST0078,Credit Card,2023-10-12
ORD001133,Product SKU0103,4,3.94,Shopee,CUST0003,Wallet,2024-04-01
ORD001134,Product SKU0017,8,15.5,Lazada,CUST0073,COD,2024-06-16
ORD001135,Product SKU0074,4,5.72,Lazada,CUST0086,Credit Card,2023-05-12
ORD001136,Product SKU0005,2,29.67,Lazada,CUST0184,COD,2023-04-12
ORD001137,Product SKU0037,2,29.74,Shopee,CUST0148,Credit Card,2023-07-05
ORD001138,Product SKU0027,7,5.32,Lazada,CUST0059,COD,2024-08-11
ORD001139,Product SKU0063,6,3.14,Shopify,CUST0170,Credit Card,2023-03-21
ORD001140,Product SKU0122,7,2.23,Shopee,CUST0058,Wallet,2023-06-24
ORD001141,Product SKU0097,1,11.96,Lazada,CUST0059,Wallet,2024-04-12
ORD001142,Product SKU0111,2,19.92,Shopee,CUST0161,Wallet,2023-02-22
ORD001143,Product SKU0110,3,24.83,Shopee,CUST0077,Wallet,2024-11-29
ORD001144,Product SKU0060,5,3.81,Shopee,CUST0077,Credit Card,2023-08-03
ORD001145,Product SKU0034,4,18.16,Shopee,CUST0122,COD,2024-06-26
ORD001146,Product SKU0058,5,27.45,Shopee,CUST0011,Credit Card,2024-08-30
ORD001147,Product SKU0046,2,23.9,Lazada,CUST0041,COD,2023-03-12
ORD001148,Product SKU0015,1,16.94,Lazada,CUST0179,Wallet,2024-09-25
ORD001149,Product SKU0092,5,29.49,Lazada,CUST0002,Credit Card,2024-02-01
ORD001150,Product SKU0062,4,7.99,Lazada,CUST0012,COD,2024-03-14
ORD001151,Product SKU0027,6,21.6,Shopee,CUST0137,COD,2024-04-18
ORD001152,Product SKU0027,7,6.16,Shopify,CUST0068,Wallet,2024-07-17
ORD001153,Product SKU0070,3,14.73,Shopify,CUST0037,Credit Card,2023-04-11
ORD001154,Product SKU0037,1,8.37,Shopee,CUST0035,Wallet,2024-07-24
ORD001155,Product SKU0039,5,2.05,Shopee,CUST0073,Credit Card,2023-01-19
ORD001156,Product SKU0108,1,15.48,Lazada,CUST0079,COD,2023-03-30
ORD001157,Product SKU0122,1,20.73,Lazada,CUST0023,Wallet,2023-08-04
ORD001158,Product SKU0109,7,18.7,Lazada,CUST0017,Wallet,2024-05-07
ORD001159,Product SKU0070,8,27.45,Shopee,CUST0096,Credit Card,2024-10-14
ORD001160,Product SKU0068,4,7.57,Lazada,CUST0065,Wallet,2024-04-10
ORD001161,Product SKU0081,8,5.44,Shopee,CUST0103,Credit Card,2024-05-09
ORD001162,Product SKU0043,2,5.61,Lazada,CUST0033,Wallet,2023-08-08
ORD001163,Product SKU0117,4,16.89,Shopee,CUST0153,Credit Card,2023-03-16
ORD001164,Product SKU0056,7,27.71,Shopee,CUST0109,Wallet,2023-09-10
ORD001165,Product SKU0090,7,7.46,Shopify,CUST0077,COD,2023-01-23
ORD001166,Product SKU0129,4,14.21,Lazada,CUST0183,Wallet,2024-03-05
ORD001167,Product SKU0045,8,29.4,Shopee,CUST0083,Credit Card,2023-06-06
ORD001168,Product SKU0083,3,7.19,Lazada,CUST0147,Wallet,2024-08-15
ORD001169,Product SKU0043,3,12.68,Shopee,CUST0031,COD,2024-06-12
ORD001170,Product SKU0027,1,11.77,Shopee,CUST0199,Wallet,2024-05-30
ORD001171,Product SKU0087,6,5.56,Shopee,CUST0045,Credit Card,2024-05-13
ORD001172,Product SKU0122,7,21.64,Shopee,CUST0151,Credit Card,2023-08-17
ORD001173,Product SKU0049,6,20.91,Shopee,CUST0174,COD,2024-08-26
ORD001174,Product SKU0113,3,11.59,Shopee,CUST0154,Wallet,2024-11-14
ORD001175,Product SKU0069,3,19.03,Shopee,CUST0114,COD,2023-12-29
ORD001176,Product SKU0038,1,14.69,Lazada,CUST0049,Credit Card,2024-08-21
ORD001177,Product SKU0089,3,24.15,Shopee,CUST0068,COD,2023-12-27
ORD001178,Product SKU0087,1,20.88,Shopee,CUST0037,COD,2024-10-31
ORD001179,Product SKU0045,3,6.65,Shopify,CUST0042,Credit Card,2024-11-21
ORD001180,Product SKU0040,7,11.67,Shopee,CUST0194,Wallet,2023-10-20
ORD001181,Product SKU0105,8,12.45,Lazada,CUST0112,Credit Card,2024-11-06
ORD001182,Product SKU0112,5,29.54,Shopee,CUST0162,Wallet,2024-08-23
ORD001183,Product SKU0108,7,3.19,Lazada,CUST0137,Wallet,2024-08-12
ORD001184,Product SKU0074,7,29.57,Shopify,CUST0066,Credit Card,2024-04-11
ORD001185,Product SKU0122,8,12.2,Shopee,CUST0156,Wallet,2024-08-06
ORD001186,Product SKU0016,8,5.6,Shopee,CUST0037,COD,2024-12-25
ORD001187,Product SKU0008,4,6.2,Shopee,CUST0055,Wallet,2023-06-26
ORD001188,Product SKU0098,5,27.61,Shopee,CUST0091,Wallet,2023-06-14
ORD001189,Product SKU0089,3,29.96,Lazada,CUST0196,Credit Card,2024-11-10
ORD001190,Product SKU0066,2,19.85,Shopee,CUST0014,COD,2024-12-04
ORD001191,Product SKU0099,2,9.08,Shopify,CUST0176,COD,2023-02-10
ORD001192,Product SKU0045,5,23.81,Shopify,CUST0176,Wallet,2024-04-22
ORD001193,Product SKU0101,5,25.59,Shopee,CUST0146,COD,2024-02-06
ORD001194,Product SKU0111,1,27.06,Shopee,CUST0032,COD,2024-04-12
ORD001195,Product SKU0063,7,10.7,Lazada,CUST0104,Credit Card,2024-04-30
ORD001196,Product SKU0024,7,5.83,Lazada,CUST0168,Credit Card,2024-01-27
ORD001197,Product SKU0018,7,12.77,Shopee,CUST0013,Credit Card,2024-05-12
ORD001198,Product SKU0103,8,4.64,Shopee,CUST0139,COD,2023-04-29
ORD001199,Product SKU0018,3,23.56,Shopify,CUST0010,Wallet,2023-06-03
ORD001200,Product SKU0032,5,4.67,Lazada,CUST0137,Credit Card,2024-06-26
ORD001201,Product SKU0122,2,27.12,Shopee,CUST0073,COD,2024-07-04
ORD001202,Product SKU0118,3,12.8,Lazada,CUST0058,Credit Card,2023-06-11
ORD001203,Product SKU0049,3,28.75,Shopify,CUST0064,Wallet,2024-10-15
ORD001204,Product SKU0021,2,25.97,Lazada,CUST0006,Wallet,2023-10-22
ORD001205,Product SKU0109,3,18.26,Shopee,CUST0120,Wallet,2024-08-08
ORD001206,Product SKU0077,6,15.83,Shopee,CUST0021,Credit Card,2024-07-05
ORD001207,Product SKU0073,4,27.55,Shopee,CUST0074,Credit Card,2024-11-15
ORD001208,Product SKU0123,5,28.91,Shopify,CUST0052,COD,2024-02-04
ORD001209,Product SKU0033,3,29.35,Shopee,CUST0082,Credit Card,2024-05-05
ORD001210,Product SKU0001,4,28.56,Shopee,CUST0049,COD,2024-11-17
ORD001211,Product SKU0098,1,13.51,Shopee,CUST0027,Wallet,2024-08-11
ORD001212,Product SKU0047,2,28.17,Shopee,CUST0083,Wallet,2023-04-24
ORD001213,Product SKU0104,6,12.78,Shopify,CUST0170,Wallet,2024-10-11
ORD001214,Product SKU0113,8,27.26,Shopee,CUST0107,Credit Card,2024-01-26
ORD001215,Product SKU0025,4,24.88,Lazada,CUST0046,COD,2024-10-01
ORD001216,Product SKU0013,3,10.21,Lazada,CUST0114,Credit Card,2024-01-16
ORD001217,Product SKU0128,1,28.31,Shopee,CUST0053,Credit Card,2024-09-05
ORD001218,Product SKU0084,7,27.03,Shopify,CUST0135,Credit Card,2024-07-24
ORD001219,Product SKU0088,7,14.64,Lazada,CUST0170,Wallet,2023-05-28
ORD001220,Product SKU0036,6,2.14,Lazada,CUST0199,COD,2023-08-06
ORD001221,Product SKU0025,8,9.02,Shopee,CUST0011,COD,2024-02-21
ORD001222,Product SKU0126,7,29.69,Shopee,CUST0040,Credit Card,2024-08-15
ORD001223,Product SKU0102,2,4.86,Shopee,CUST0068,Wallet,2023-03-20
ORD001224,Product SKU0002,8,19.49,Shopee,CUST0065,COD,2024-03-29
ORD001225,Product SKU0054,6,6.96,Shopee,CUST0196,COD,2024-12-05
ORD001226,Product SKU0118,4,23.57,Lazada,CUST0060,COD,2023-08-05
ORD001227,Product SKU0002,3,24.15,Lazada,CUST0197,COD,2024-04-11
ORD001228,Product SKU0092,8,18.45,Shopify,CUST0137,COD,2024-09-21
ORD001229,Product SKU0027,7,21.87,Shopee,CUST0079,Credit Card,2024-11-05
ORD001230,Product SKU0091,3,6.95,Shopify,CUST0184,COD,2024-03-26
ORD001231,Product SKU0082,6,15.22,Lazada,CUST0132,Credit Card,2024-10-21
ORD001232,Product SKU0051,6,20.32,Shopify,CUST0161,Credit Card,2023-08-27
ORD001233,Product SKU0095,3,22.75,Shopee,CUST0047,Wallet,2023-10-14
ORD001234,Product SKU0003,6,29.47,Shopee,CUST0150,Wallet,2024-02-27
ORD001235,Product SKU0047,8,13.04,Shopify,CUST0066,COD,2024-05-13
ORD001236,Product SKU0059,2,21.91,Lazada,CUST0138,COD,2024-08-06
ORD001237,Product SKU0041,7,5.14,Lazada,CUST0030,Credit Card,2023-08-14
ORD001238,Product SKU0013,2,2.94,Shopify,CUST0145,Credit Card,2023-10-04
ORD001239,Product SKU0041,4,17.83,Shopee,CUST0105,Credit Card,2023-06-29
ORD001240,Product SKU0003,2,10.8,Lazada,CUST0052,Credit Card,2023-07-03
ORD001241,Product SKU0081,5,21.88,Shopify,CUST0041,Credit Card,2024-10-29
ORD001242,Product SKU0025,2,3.03,Shopee,CUST0013,COD,2023-06-30
ORD001243,Product SKU0018,4,28.47,Shopee,CUST0051,COD,2024-04-15
ORD001244,Product SKU0040,5,25.13,Lazada,CUST0158,Wallet,2023-09-15
ORD001245,Product SKU0037,1,18.86,Shopify,CUST0063,Credit Card,2024-11-20
ORD001246,Product SKU0009,1,7.41,Shopify,CUST0173,Credit Card,2024-04-10
ORD001247,Product SKU0105,8,22.59,Shopee,CUST0096,Wallet,2024-06-28
ORD001248,Product SKU0077,2,5.47,Shopee,CUST0092,Wallet,2023-02-26
ORD001249,Product SKU0115,3,15.92,Lazada,CUST0073,Wallet,2024-09-30
ORD001250,Product SKU0124,5,22.91,Lazada,CUST0077,Credit Card,2024-03-23
ORD001251,Product SKU0092,7,4.48,Lazada,CUST0179,COD,2023-03-31
ORD001252,Product SKU0054,5,17.93,Shopee,CUST0031,COD,2024-09-29
ORD001253,Product SKU0069,7,27.47,Shopee,CUST0028,COD,2024-04-11
ORD001254,Product SKU0069,8,23.77,Shopee,CUST0110,Wallet,2024-05-09
ORD001255,Product SKU0100,8,4.28,Shopee,CUST0052,COD,2024-11-23
ORD001256,Product SKU0091,4,17.35,Shopify,CUST0152,Credit Card,2023-04-13
ORD001257,Product SKU0005,4,4.11,Shopify,CUST0154,Wallet,2023-11-24
ORD001258,Product SKU0130,2,28.38,Lazada,CUST0182,Credit Card,2024-05-03
ORD001259,Product SKU0048,3,15.55,Shopify,CUST0049,COD,2023-07-02
ORD001260,Product SKU0095,5,10.37,Shopee,CUST0155,COD,2024-09-04
ORD001261,Product SKU0108,2,19.01,Lazada,CUST0184,Credit Card,2024-09-16
ORD001262,Product SKU0097,2,22.67,Shopify,CUST0104,Credit Card,2023-12-20
ORD001263,Product SKU0081,5,11.35,Lazada,CUST0066,COD,2023-02-20
ORD001264,Product SKU0104,5,12.0,Shopify,CUST0089,Credit Card,2024-04-03
ORD001265,Product SKU0071,6,21.37,Shopee,CUST0142,Wallet,2023-02-22
ORD001266,Product SKU0023,6,29.29,Lazada,CUST0040,COD,2023-03-08
ORD001267,Product SKU0077,8,10.08,Lazada,CUST0143,Wallet,2024-08-31
ORD001268,Product SKU0107,3,3.33,Shopee,CUST0077,Credit Card,2024-07-24
ORD001269,Product SKU0034,3,8.5,Shopee,CUST0114,Wallet,2024-04-16
ORD001270,Product SKU0066,7,12.02,Shopify,CUST0196,Wallet,2024-04-22
ORD001271,Product SKU0043,3,25.89,Lazada,CUST0154,Credit Card,2024-07-21
ORD001272,Product SKU0010,3,13.31,Lazada,CUST0137,Credit Card,2023-11-01
ORD001273,Product SKU0015,1,23.9,Shopify,CUST0022,Credit Card,2024-10-23
ORD001274,Product SKU0128,3,17.49,Lazada,CUST0019,Wallet,2023-07-17
ORD001275,Product SKU0070,3,13.0,Lazada,CUST0013,COD,2024-04-18
ORD001276,Product SKU0128,1,18.98,Shopee,CUST0108,Credit Card,2023-07-05
ORD001277,Product SKU0075,8,9.03,Lazada,CUST0126,COD,2024-03-10
ORD001278,Product SKU0030,1,26.68,Shopify,CUST0061,Wallet,2023-09-25
ORD001279,Product SKU0017,1,27.43,Shopify,CUST0084,COD,2023-10-03
ORD001280,Product SKU0067,2,23.71,Shopee,CUST0025,COD,2023-01-22
ORD001281,Product SKU0097,6,9.76,Shopee,CUST0167,Credit Card,2023-10-31
ORD001282,Product SKU0087,7,27.7,Lazada,CUST0197,Credit Card,2023-10-17
ORD001283,Product SKU0044,8,3.41,Lazada,CUST0179,Wallet,2023-05-25
ORD001284,Product SKU0114,3,8.6,Shopee,CUST0191,COD,2023-05-31
ORD001285,Product SKU0057,8,9.83,Lazada,CUST0021,Wallet,2024-10-17
ORD001286,Product SKU0035,5,14.29,Shopee,CUST0094,Credit Card,2024-02-28
ORD001287,Product SKU0040,3,28.63,Lazada,CUST0054,COD,2024-09-25
ORD001288,Product SKU0045,3,21.41,Shopee,CUST0025,Credit Card,2024-04-15
ORD001289,Product SKU0001,1,7.96,Lazada,CUST0119,Credit Card,2024-09-27
ORD001290,Product SKU0121,5,2.16,Shopee,CUST0050,Credit Card,2023-06-01
ORD001291,Product SKU0115,7,28.62,Shopee,CUST0068,COD,2023-02-03
ORD001292,Product SKU0032,7,15.33,Shopee,CUST0120,Wallet,2023-08-13
ORD001293,Product SKU0120,5,10.7,Lazada,CUST0170,COD,2024-10-14
ORD001294,Product SKU0003,8,8.49,Shopify,CUST0091,Wallet,2023-06-29
ORD001295,Product SKU0063,1,28.76,Shopee,CUST0052,Wallet,2024-03-10
ORD001296,Product SKU0066,7,11.01,Shopee,CUST0185,Wallet,2024-05-27
ORD001297,Product SKU0117,5,3.35,Lazada,CUST0094,Credit Card,2024-03-10
ORD001298,Product SKU0002,6,28.01,Shopify,CUST0141,Wallet,2024-09-06
ORD001299,Product SKU0048,6,4.91,Shopify,CUST0130,Credit Card,2023-06-09
ORD001300,Product SKU0007,3,29.3,Shopee,CUST0079,Wallet,2023-09-25
ORD001301,Product SKU0121,6,13.16,Shopify,CUST0173,COD,2024-08-14
ORD001302,Product SKU0041,6,3.96,Lazada,CUST0086,COD,2023-08-31
ORD001303,Product SKU0078,2,3.72,Shopee,CUST0170,Wallet,2024-12-07
ORD001304,Product SKU0015,3,9.64,Shopee,CUST0002,COD,2023-10-19
ORD001305,Product SKU0114,5,11.37,Shopee,CUST0135,COD,2024-07-18
