order_id,order_datetime,channel,platform,payment_method,customer_id,subtotal_sgd,shipping_fee_sgd,gst_sgd,grand_total_sgd
ORD157332,2023-11-26 19:59,Lazada,Lazada,Credit Card,CUST102283,2.94,3,0.48,6.42
ORD157334,2023-11-26 11:12,GrabMart,GrabMart,ShopeePay,CUST103521,3.08,0,0.25,3.33
ORD157335,2023-11-26 21:39,GrabMart,GrabMart,ShopeePay,CUST102266,9.42,0,0.75,10.17
ORD157338,2023-11-26 14:09,Lazada,Lazada,GrabPay,CUST101507,23.12,0,1.85,24.97
ORD157339,2023-11-26 11:11,Lazada,Lazada,Atome,CUST100113,20,0,1.6,21.6
ORD157341,2023-11-26 14:09,Shopee,Shopee,ShopeePay,CUST101343,4.86,0,0.39,5.25
ORD157342,2023-11-26 09:54,Website,Website,Credit Card,CUST101615,21.26,2.5,1.9,25.66
ORD157344,2023-11-26 13:01,Website,Website,ShopeePay,CUST100200,16.86,0,1.35,18.21
ORD157346,2023-11-26 16:32,Shopee,Shopee,PayNow,CUST102462,14,3.9,1.43,19.33
ORD157350,2023-11-26 21:59,Shopee,Shopee,ShopeePay,CUST103260,6.42,3.9,0.83,11.15
ORD157351,2023-11-26 13:34,Website,Website,Atome,CUST104851,31.11,3,2.73,36.84
ORD157352,2023-11-26 09:40,RedMart,RedMart,ShopeePay,CUST104875,3.8,0,0.3,4.1
ORD157359,2023-11-26 15:50,Shopee,Shopee,Atome,CUST102648,7.8,0,0.62,8.42
ORD157361,2023-11-26 19:43,Website,Website,GrabPay,CUST103853,6.54,3.9,0.84,11.28
ORD157362,2023-11-26 14:23,Shopee,Shopee,GrabPay,CUST103645,44.66,0,3.57,48.23
ORD157363,2023-11-26 18:49,Lazada,Lazada,Credit Card,CUST104978,2.3,0,0.18,2.48
ORD157365,2023-11-27 13:58,Website,Website,PayNow,CUST103386,2.94,0,0.24,3.18
ORD157374,2023-11-27 16:50,Shopee,Shopee,Atome,CUST102061,50.67,2.5,4.25,57.42
ORD157376,2023-11-27 18:59,Website,Website,GrabPay,CUST103864,4.86,0,0.39,5.25
ORD157378,2023-11-27 14:49,Shopee,Shopee,PayNow,CUST100058,6.68,0,0.53,7.21
ORD157379,2023-11-27 20:13,Shopee,Shopee,Credit Card,CUST103557,10.5,3.9,1.15,15.55
ORD157385,2023-11-27 14:47,Website,Website,GrabPay,CUST102293,12.79,3,1.26,17.05
ORD157386,2023-11-27 09:05,Shopee,Shopee,Credit Card,CUST101542,3.54,0,0.28,3.82
ORD157388,2023-11-27 11:13,Website,Website,Atome,CUST102992,49.87,0,3.99,53.86
ORD157391,2023-11-27 10:56,Lazada,Lazada,Credit Card,CUST100663,2.14,3.9,0.48,6.52
ORD157394,2023-11-27 21:00,Website,Website,Credit Card,CUST102874,2.88,3.9,0.54,7.32
ORD157395,2023-11-27 13:40,GrabMart,GrabMart,GrabPay,CUST100711,14.39,3.9,1.46,19.75
ORD157396,2023-11-27 17:30,Shopee,Shopee,Atome,CUST102477,2.36,3,0.43,5.79
ORD157397,2023-11-27 15:19,FairPrice_Online,FairPrice_Online,Atome,CUST103119,11.36,2.5,1.11,14.97
ORD157398,2023-11-27 17:58,Shopee,Shopee,Atome,CUST104876,16.96,0,1.36,18.32
ORD157399,2023-11-27 19:44,Shopee,Shopee,PayNow,CUST103763,37.95,3,3.28,44.23
ORD157402,2023-11-27 10:43,Shopee,Shopee,Credit Card,CUST102432,5.4,0,0.43,5.83
ORD157403,2023-11-27 21:06,Website,Website,PayNow,CUST100825,3.36,3,0.51,6.87
ORD157405,2023-11-27 13:03,Shopee,Shopee,ShopeePay,CUST104815,18.35,0,1.47,19.82
ORD157408,2023-11-27 13:29,Shopee,Shopee,ShopeePay,CUST100130,16.86,2.5,1.55,20.91
ORD157409,2023-11-27 13:02,Lazada,Lazada,GrabPay,CUST102248,6.63,3,0.77,10.4
ORD157410,2023-11-27 16:51,Shopee,Shopee,GrabPay,CUST101760,36.87,0,2.95,39.82
ORD157411,2023-11-27 11:48,Lazada,Lazada,GrabPay,CUST101448,21.2,2.5,1.9,25.6
ORD157418,2023-11-27 10:16,Shopee,Shopee,Credit Card,CUST101603,39.9,0,3.19,43.09
ORD157420,2023-11-28 17:20,Website,Website,Atome,CUST103145,5.62,3.9,0.76,10.28
ORD157421,2023-11-28 16:44,Lazada,Lazada,Atome,CUST100050,20.62,0,1.65,22.27
ORD157423,2023-11-28 20:58,Lazada,Lazada,GrabPay,CUST102620,4.86,3.9,0.7,9.46
ORD157426,2023-11-28 14:10,Shopee,Shopee,PayNow,CUST104925,14.54,3,1.4,18.94
ORD157427,2023-11-28 15:37,Website,Website,Credit Card,CUST102375,4.08,0,0.33,4.41
ORD157428,2023-11-28 16:31,Shopee,Shopee,PayNow,CUST100311,44.76,3.9,3.89,52.55
ORD157429,2023-11-28 17:15,Website,Website,Credit Card,CUST101064,10.48,3.9,1.15,15.53
ORD157431,2023-11-28 18:51,GrabMart,GrabMart,GrabPay,CUST101933,8.45,2.5,0.88,11.83
ORD157432,2023-11-28 11:33,Shopee,Shopee,GrabPay,CUST102780,53.35,2.5,4.47,60.32
ORD157434,2023-11-28 18:26,Website,Website,GrabPay,CUST100178,21,0,1.68,22.68
ORD157435,2023-11-28 14:03,Shopee,Shopee,GrabPay,CUST104555,18.31,3.9,1.78,23.99
ORD157438,2023-11-28 15:23,Website,Website,Atome,CUST102744,35.52,0,2.84,38.36
ORD157439,2023-11-28 09:47,RedMart,RedMart,ShopeePay,CUST101459,10.7,3.9,1.17,15.77
ORD157446,2023-11-28 10:48,Shopee,Shopee,GrabPay,CUST104134,13.5,0,1.08,14.58
ORD157447,2023-11-28 10:53,Shopee,Shopee,PayNow,CUST100173,34.61,0,2.77,37.38
ORD157449,2023-11-29 17:21,Shopee,Shopee,PayNow,CUST104354,27.08,3,2.41,32.49
ORD157450,2023-11-29 21:13,Shopee,Shopee,PayNow,CUST103628,11.87,2.5,1.15,15.52
ORD157451,2023-11-29 21:25,Website,Website,ShopeePay,CUST101180,5.5,0,0.44,5.94
ORD157454,2023-11-29 10:55,Shopee,Shopee,ShopeePay,CUST104425,5.25,0,0.42,5.67
ORD157457,2023-11-29 17:08,FairPrice_Online,FairPrice_Online,Atome,CUST101090,2.94,0,0.24,3.18
ORD157459,2023-11-29 17:31,Shopee,Shopee,Credit Card,CUST103474,2.14,3,0.41,5.55
ORD157461,2023-11-29 17:48,Shopee,Shopee,Credit Card,CUST102678,18.2,2.5,1.66,22.36
ORD157462,2023-11-29 19:36,Website,Website,ShopeePay,CUST102208,12.8,0,1.02,13.82
ORD157463,2023-11-29 18:32,Lazada,Lazada,Credit Card,CUST102830,5.9,3.9,0.78,10.58
ORD157465,2023-11-29 12:41,Shopee,Shopee,PayNow,CUST104028,46.07,3,3.93,53
ORD157467,2023-11-29 16:20,Lazada,Lazada,Credit Card,CUST101612,12.76,0,1.02,13.78
ORD157470,2023-11-29 14:29,Shopee,Shopee,Atome,CUST104838,6.42,2.5,0.71,9.63
ORD157476,2023-11-29 09:14,Website,Website,PayNow,CUST101076,26,0,2.08,28.08
ORD157478,2023-11-29 20:38,Shopee,Shopee,ShopeePay,CUST104959,1.18,0,0.09,1.27
ORD157479,2023-11-29 17:03,Lazada,Lazada,PayNow,CUST103611,2,0,0.16,2.16
ORD157480,2023-11-30 15:10,Lazada,Lazada,Credit Card,CUST103614,10.9,0,0.87,11.77
ORD157483,2023-11-30 21:42,Shopee,Shopee,GrabPay,CUST103573,25.79,0,2.06,27.85
ORD157485,2023-11-30 15:24,Website,Website,ShopeePay,CUST100121,10.97,3,1.12,15.09
ORD157487,2023-11-30 14:09,Shopee,Shopee,GrabPay,CUST102302,3.42,0,0.27,3.69
ORD157489,2023-11-30 20:55,Shopee,Shopee,Atome,CUST104279,13.52,2.5,1.28,17.3
ORD157492,2023-11-30 20:59,Lazada,Lazada,Credit Card,CUST104296,1.18,3.9,0.41,5.49
ORD157493,2023-11-30 11:15,Shopee,Shopee,PayNow,CUST102469,9.08,2.5,0.93,12.51
ORD157495,2023-11-30 21:58,Lazada,Lazada,GrabPay,CUST104076,17.6,3.9,1.72,23.22
ORD157497,2023-11-30 16:27,Website,Website,PayNow,CUST100280,28.14,3.9,2.56,34.6
ORD157500,2023-11-30 16:09,Shopee,Shopee,Credit Card,CUST100959,0.54,0,0.04,0.58
ORD157501,2023-11-30 09:32,Shopee,Shopee,Atome,CUST104922,12.6,0,1.01,13.61
ORD157505,2023-11-30 13:09,Shopee,Shopee,PayNow,CUST102976,7.48,0,0.6,8.08
ORD157507,2023-11-30 17:38,Lazada,Lazada,Atome,CUST101199,4.32,3,0.59,7.91
ORD157511,2023-11-30 21:42,Shopee,Shopee,Credit Card,CUST101192,0.64,0,0.05,0.69
ORD157512,2023-11-30 19:53,Shopee,Shopee,ShopeePay,CUST101355,18.9,2.5,1.71,23.11
ORD157513,2023-11-30 20:20,Shopee,Shopee,Atome,CUST104337,1.92,3,0.39,5.31
ORD157514,2023-11-30 14:13,Lazada,Lazada,Atome,CUST101025,3.08,2.5,0.45,6.03
ORD157515,2023-11-30 13:18,Shopee,Shopee,ShopeePay,CUST102409,11.54,3.9,1.24,16.68
ORD157517,2023-11-30 12:31,FairPrice_Online,FairPrice_Online,ShopeePay,CUST103292,1.18,2.5,0.29,3.97
ORD157521,2023-12-01 20:58,Shopee,Shopee,Atome,CUST103824,5.35,0,0.43,5.78
ORD157522,2023-12-01 14:23,Shopee,Shopee,GrabPay,CUST102396,2.36,2.5,0.39,5.25
ORD157524,2023-12-01 10:30,Lazada,Lazada,ShopeePay,CUST101605,16.4,2.5,1.51,20.41
ORD157526,2023-12-01 10:33,Lazada,Lazada,GrabPay,CUST100098,4.86,3,0.63,8.49
ORD157527,2023-12-01 20:00,Shopee,Shopee,ShopeePay,CUST101956,41.25,3.9,3.61,48.76
ORD157531,2023-12-01 16:20,Lazada,Lazada,Credit Card,CUST104780,7.18,0,0.57,7.75
ORD157533,2023-12-01 18:30,Lazada,Lazada,PayNow,CUST102296,20.7,3,1.9,25.6
ORD157534,2023-12-01 21:30,Website,Website,Credit Card,CUST102377,0.96,0,0.08,1.04
ORD157535,2023-12-01 14:40,Shopee,Shopee,GrabPay,CUST103735,29.58,2.5,2.57,34.65
ORD157541,2023-12-01 20:40,Lazada,Lazada,GrabPay,CUST104180,21.6,0,1.73,23.33
ORD157543,2023-12-01 13:19,FairPrice_Online,FairPrice_Online,Credit Card,CUST101506,1.6,2.5,0.33,4.43
ORD157545,2023-12-01 18:44,Shopee,Shopee,Atome,CUST100931,6.77,2.5,0.74,10.01
ORD157548,2023-12-01 20:08,FairPrice_Online,FairPrice_Online,Atome,CUST104152,4.86,0,0.39,5.25
ORD157549,2023-12-01 14:29,Lazada,Lazada,Atome,CUST100607,17.29,0,1.38,18.67
ORD157552,2023-12-02 10:44,Shopee,Shopee,ShopeePay,CUST103813,12.76,0,1.02,13.78
ORD157558,2023-12-02 21:28,Shopee,Shopee,Atome,CUST101073,4.86,0,0.39,5.25
ORD157559,2023-12-02 15:15,Shopee,Shopee,GrabPay,CUST100289,34.43,3,2.99,40.42
ORD157561,2023-12-02 15:54,Shopee,Shopee,ShopeePay,CUST103780,18.03,0,1.44,19.47
ORD157563,2023-12-02 13:16,Shopee,Shopee,GrabPay,CUST102657,9.14,0,0.73,9.87
ORD157564,2023-12-02 09:30,Lazada,Lazada,Credit Card,CUST104931,7.1,3.9,0.88,11.88
ORD157566,2023-12-02 19:33,Website,Website,PayNow,CUST104438,11.97,3,1.2,16.17
ORD157567,2023-12-02 14:30,Website,Website,GrabPay,CUST101934,33.89,3,2.95,39.84
ORD157570,2023-12-02 15:50,Website,Website,GrabPay,CUST102534,8.44,0,0.68,9.12
ORD157573,2023-12-02 13:20,GrabMart,GrabMart,PayNow,CUST101984,5.25,2.5,0.62,8.37
ORD157574,2023-12-02 13:11,Lazada,Lazada,Credit Card,CUST104561,11.69,0,0.94,12.63
ORD157578,2023-12-02 18:10,Website,Website,ShopeePay,CUST104974,44.76,0,3.58,48.34
ORD157581,2023-12-02 19:40,Lazada,Lazada,Credit Card,CUST103415,17.8,0,1.42,19.22
ORD157583,2023-12-03 15:40,Shopee,Shopee,Atome,CUST100210,6.31,2.5,0.7,9.51
ORD157584,2023-12-03 16:55,Lazada,Lazada,ShopeePay,CUST103486,3.25,0,0.26,3.51
ORD157585,2023-12-03 17:02,Shopee,Shopee,ShopeePay,CUST101294,5.12,2.5,0.61,8.23
ORD157586,2023-12-03 09:03,Lazada,Lazada,GrabPay,CUST103354,13.12,2.5,1.25,16.87
ORD157589,2023-12-03 19:28,Shopee,Shopee,Atome,CUST102517,48.02,2.5,4.04,54.56
ORD157590,2023-12-03 20:11,Shopee,Shopee,GrabPay,CUST103100,18.75,0,1.5,20.25
ORD157594,2023-12-03 19:16,Shopee,Shopee,ShopeePay,CUST103499,22.56,2.5,2,27.06
ORD157595,2023-12-03 11:30,Website,Website,Atome,GUEST1059,3,0,0.24,3.24
ORD157596,2023-12-03 10:56,Shopee,Shopee,ShopeePay,CUST102894,5.95,3,0.72,9.67
ORD157599,2023-12-03 11:51,Website,Website,Credit Card,CUST103828,5.25,2.5,0.62,8.37
ORD157600,2023-12-03 19:21,Shopee,Shopee,GrabPay,CUST104225,3,0,0.24,3.24
ORD157602,2023-12-03 18:47,Lazada,Lazada,Credit Card,CUST100526,8.44,0,0.68,9.12
ORD157604,2023-12-03 09:31,Shopee,Shopee,Atome,CUST100595,3.21,0,0.26,3.47
ORD157605,2023-12-03 21:44,Website,Website,Atome,CUST100365,17.26,0,1.38,18.64
ORD157606,2023-12-03 16:39,Shopee,Shopee,PayNow,CUST102862,17.59,2.5,1.61,21.7
ORD157612,2023-12-03 12:52,Shopee,Shopee,PayNow,CUST102378,6.16,0,0.49,6.65
ORD157614,2023-12-04 16:18,Shopee,Shopee,GrabPay,GUEST1016,12.08,2.5,1.17,15.75
ORD157616,2023-12-04 12:12,Shopee,Shopee,Atome,CUST103085,21.4,0,1.71,23.11
ORD157618,2023-12-04 21:00,Shopee,Shopee,GrabPay,CUST101165,6,0,0.48,6.48
ORD157623,2023-12-04 20:57,Shopee,Shopee,Credit Card,CUST104004,10.78,2.5,1.06,14.34
ORD157624,2023-12-04 11:24,Lazada,Lazada,Atome,CUST104882,10.7,3.9,1.17,15.77
ORD157626,2023-12-04 17:02,Shopee,Shopee,PayNow,CUST103049,5.25,3.9,0.73,9.88
ORD157630,2023-12-04 17:53,Lazada,Lazada,PayNow,CUST102825,4.7,0,0.38,5.08
ORD157632,2023-12-04 14:18,Lazada,Lazada,GrabPay,CUST104510,1.28,0,0.1,1.38
ORD157634,2023-12-04 15:59,Shopee,Shopee,ShopeePay,CUST104087,36.2,0,2.9,39.1
ORD157636,2023-12-04 14:51,Lazada,Lazada,Atome,CUST101235,34.46,0,2.76,37.22
ORD157637,2023-12-04 15:04,Shopee,Shopee,PayNow,CUST101627,20.77,3.9,1.97,26.64
ORD157638,2023-12-04 19:12,Shopee,Shopee,Credit Card,CUST102891,1.44,3,0.36,4.8
ORD157642,2023-12-05 10:06,Website,Website,PayNow,CUST100913,31.74,3,2.78,37.52
ORD157644,2023-12-05 17:50,Website,Website,Atome,CUST102144,24.66,3,2.21,29.87
ORD157646,2023-12-05 17:57,Website,Website,PayNow,CUST102534,6.33,3.9,0.82,11.05
ORD157650,2023-12-05 20:16,Shopee,Shopee,PayNow,CUST101201,1.12,0,0.09,1.21
ORD157653,2023-12-05 13:39,Shopee,Shopee,ShopeePay,CUST101288,6.93,0,0.55,7.48
ORD157654,2023-12-05 11:55,Shopee,Shopee,ShopeePay,CUST100197,14.44,0,1.16,15.6
ORD157657,2023-12-05 17:07,FairPrice_Online,FairPrice_Online,PayNow,CUST101761,16.2,3,1.54,20.74
ORD157664,2023-12-05 20:18,Shopee,Shopee,PayNow,CUST101959,12.76,3.9,1.33,17.99
ORD157667,2023-12-05 20:28,Lazada,Lazada,GrabPay,CUST104014,18.06,0,1.44,19.5
ORD157668,2023-12-05 10:18,Lazada,Lazada,PayNow,CUST101954,37.4,3.9,3.3,44.6
ORD157670,2023-12-05 11:41,Website,Website,ShopeePay,CUST100844,33.06,3,2.88,38.94
ORD157671,2023-12-05 16:46,Lazada,Lazada,PayNow,CUST100073,3,0,0.24,3.24
ORD157674,2023-12-05 18:29,Shopee,Shopee,Credit Card,CUST100825,10.8,2.5,1.06,14.36
ORD157677,2023-12-05 09:23,Website,Website,Credit Card,CUST102701,3,2.5,0.44,5.94
ORD157679,2023-12-05 18:30,Shopee,Shopee,Atome,CUST103803,6.18,2.5,0.69,9.37
ORD157680,2023-12-05 18:25,Lazada,Lazada,Atome,CUST100406,5,2.5,0.6,8.1
ORD157681,2023-12-05 11:46,Shopee,Shopee,Credit Card,CUST100108,9,3,0.96,12.96
ORD157683,2023-12-05 19:14,FairPrice_Online,FairPrice_Online,GrabPay,CUST100998,51.12,0,4.09,55.21
ORD157687,2023-12-05 11:03,Website,Website,PayNow,CUST103984,4.8,0,0.38,5.18
ORD157689,2023-12-06 16:02,Shopee,Shopee,Credit Card,CUST100566,16.34,3.9,1.62,21.86
ORD157692,2023-12-06 13:41,RedMart,RedMart,PayNow,CUST104268,39.5,0,3.16,42.66
ORD157697,2023-12-06 16:04,Shopee,Shopee,ShopeePay,CUST102255,1.77,0,0.14,1.91
ORD157702,2023-12-06 12:26,Shopee,Shopee,Atome,CUST103834,3.18,3.9,0.57,7.65
ORD157704,2023-12-06 11:39,Shopee,Shopee,Credit Card,CUST103252,1.12,0,0.09,1.21
ORD157705,2023-12-06 20:45,Shopee,Shopee,PayNow,CUST104580,10.99,0,0.88,11.87
ORD157706,2023-12-06 13:50,Website,Website,ShopeePay,CUST102147,25.69,0,2.06,27.75
ORD157708,2023-12-06 10:47,Shopee,Shopee,ShopeePay,CUST102412,6.56,0,0.52,7.08
ORD157709,2023-12-06 21:54,Website,Website,GrabPay,CUST100186,45.45,0,3.64,49.09
ORD157714,2023-12-06 09:53,Shopee,Shopee,GrabPay,CUST101351,4.86,0,0.39,5.25
ORD157715,2023-12-06 11:51,GrabMart,GrabMart,GrabPay,CUST102556,3.21,0,0.26,3.47
ORD157716,2023-12-06 10:19,Shopee,Shopee,Atome,CUST101732,28.63,3.9,2.6,35.13
ORD157719,2023-12-07 15:27,Website,Website,Credit Card,CUST101531,9.36,3.9,1.06,14.32
ORD157721,2023-12-07 13:48,Shopee,Shopee,Credit Card,CUST102287,5,3,0.64,8.64
ORD157722,2023-12-07 21:25,Website,Website,Atome,CUST102049,5.35,0,0.43,5.78
ORD157724,2023-12-07 09:16,Lazada,Lazada,PayNow,CUST103713,13.59,0,1.09,14.68
ORD157727,2023-12-07 09:37,Shopee,Shopee,Credit Card,CUST101620,11.02,3,1.12,15.14
ORD157728,2023-12-07 18:55,Shopee,Shopee,PayNow,CUST102814,18.8,0,1.5,20.3
ORD157735,2023-12-07 19:38,FairPrice_Online,FairPrice_Online,Credit Card,CUST103041,9.19,0,0.74,9.93
ORD157736,2023-12-07 13:34,Lazada,Lazada,ShopeePay,CUST100945,14.49,0,1.16,15.65
ORD157741,2023-12-07 19:48,Lazada,Lazada,Credit Card,CUST103336,13.87,3.9,1.42,19.19
ORD157743,2023-12-07 17:06,Shopee,Shopee,PayNow,CUST100270,0.54,3.9,0.36,4.8
ORD157744,2023-12-07 18:27,FairPrice_Online,FairPrice_Online,Credit Card,CUST103411,18.72,0,1.5,20.22
ORD157746,2023-12-08 11:10,Lazada,Lazada,GrabPay,CUST102938,12.76,3,1.26,17.02
ORD157748,2023-12-08 20:22,Website,Website,PayNow,CUST104657,12.15,0,0.97,13.12
ORD157755,2023-12-08 20:40,Lazada,Lazada,PayNow,CUST101654,1.18,0,0.09,1.27
ORD157756,2023-12-08 16:52,Lazada,Lazada,Credit Card,CUST101086,26.2,2.5,2.3,31
ORD157758,2023-12-08 13:54,Lazada,Lazada,ShopeePay,CUST103839,1.6,0,0.13,1.73
ORD157759,2023-12-08 10:56,Shopee,Shopee,Credit Card,CUST100062,25.92,2.5,2.27,30.69
ORD157762,2023-12-08 18:25,Lazada,Lazada,Credit Card,GUEST1074,43.74,0,3.5,47.24
ORD157764,2023-12-08 20:31,Shopee,Shopee,Credit Card,CUST102014,2.88,2.5,0.43,5.81
ORD157766,2023-12-08 13:26,Lazada,Lazada,PayNow,CUST103454,9.3,3.9,1.06,14.26
ORD157767,2023-12-08 20:29,Shopee,Shopee,Credit Card,CUST102803,2.84,2.5,0.43,5.77
ORD157769,2023-12-08 09:51,Website,Website,Credit Card,CUST103233,48.26,3.9,4.17,56.33
ORD157771,2023-12-08 16:02,Website,Website,GrabPay,CUST101670,9.72,0,0.78,10.5
ORD157773,2023-12-08 14:32,FairPrice_Online,FairPrice_Online,PayNow,CUST104633,3.21,0,0.26,3.47
ORD157774,2023-12-08 11:31,FairPrice_Online,FairPrice_Online,Atome,CUST103141,5.89,0,0.47,6.36
ORD157775,2023-12-08 15:25,Lazada,Lazada,Atome,CUST100974,25.62,0,2.05,27.67
ORD157776,2023-12-08 13:06,Website,Website,Credit Card,CUST103074,5.88,3.9,0.78,10.56
ORD157778,2023-12-08 13:23,Lazada,Lazada,ShopeePay,CUST101206,2.8,0,0.22,3.02
ORD157779,2023-12-08 13:53,Website,Website,ShopeePay,CUST101903,4.32,0,0.35,4.67
ORD157781,2023-12-08 09:53,Shopee,Shopee,Credit Card,CUST103250,10.8,0,0.86,11.66
ORD157782,2023-12-08 19:15,Lazada,Lazada,Credit Card,CUST103832,5.81,0,0.46,6.27
ORD157783,2023-12-08 13:41,Website,Website,GrabPay,CUST103583,8,3.9,0.95,12.85
ORD157784,2023-12-08 12:13,Website,Website,Atome,CUST103891,62.45,0,5,67.45
ORD157786,2023-12-09 21:04,Shopee,Shopee,PayNow,CUST103046,1.12,3.9,0.4,5.42
ORD157788,2023-12-09 09:45,Shopee,Shopee,GrabPay,CUST104608,14.76,0,1.18,15.94
ORD157791,2023-12-09 13:22,Shopee,Shopee,Atome,CUST102107,26.8,3.9,2.46,33.16
ORD157797,2023-12-09 09:33,Shopee,Shopee,Atome,CUST101769,1.72,3.9,0.45,6.07
ORD157799,2023-12-09 16:44,Shopee,Shopee,Atome,CUST104552,5.8,0,0.46,6.26
ORD157801,2023-12-09 09:47,Website,Website,ShopeePay,CUST103354,0.54,2.5,0.24,3.28
ORD157805,2023-12-09 21:57,Shopee,Shopee,PayNow,CUST101596,5.18,0,0.41,5.59
ORD157806,2023-12-09 14:43,GrabMart,GrabMart,ShopeePay,CUST103907,2.84,2.5,0.43,5.77
ORD157807,2023-12-09 13:17,FairPrice_Online,FairPrice_Online,Atome,CUST103092,14.29,0,1.14,15.43
ORD157808,2023-12-09 16:03,Lazada,Lazada,GrabPay,CUST104505,43.53,0,3.48,47.01
ORD157811,2023-12-09 17:23,FairPrice_Online,FairPrice_Online,ShopeePay,CUST104684,24.3,3,2.18,29.48
ORD157812,2023-12-09 09:06,Shopee,Shopee,Atome,CUST103757,26.4,3,2.35,31.75
ORD157819,2023-12-09 10:07,Website,Website,Credit Card,CUST100149,4,2.5,0.52,7.02
ORD157820,2023-12-09 18:10,Shopee,Shopee,PayNow,CUST104468,2.14,0,0.17,2.31
ORD157821,2023-12-09 18:07,Website,Website,ShopeePay,CUST103225,5.62,0,0.45,6.07
ORD157822,2023-12-09 16:33,Lazada,Lazada,Atome,CUST103083,1.18,2.5,0.29,3.97
ORD157827,2023-12-10 21:32,Website,Website,GrabPay,CUST101287,6.14,0,0.49,6.63
ORD157830,2023-12-10 11:24,Lazada,Lazada,ShopeePay,CUST102178,6.04,0,0.48,6.52
ORD157834,2023-12-10 13:02,Shopee,Shopee,PayNow,CUST102156,10.24,0,0.82,11.06
ORD157836,2023-12-10 15:35,Website,Website,Credit Card,CUST101355,14.58,0,1.17,15.75
ORD157838,2023-12-10 21:16,Website,Website,ShopeePay,CUST104310,2.56,0,0.2,2.76
ORD157843,2023-12-10 09:08,Lazada,Lazada,Atome,CUST100578,11.44,0,0.92,12.36
ORD157844,2023-12-10 13:26,Shopee,Shopee,PayNow,CUST102542,3.25,0,0.26,3.51
ORD157845,2023-12-10 19:34,GrabMart,GrabMart,GrabPay,CUST100660,27.18,3.9,2.49,33.57
ORD157848,2023-12-10 11:44,Lazada,Lazada,GrabPay,CUST103231,12.76,0,1.02,13.78
ORD157849,2023-12-10 17:55,Shopee,Shopee,Atome,CUST104473,3.42,0,0.27,3.69
ORD157850,2023-12-10 15:24,Shopee,Shopee,Atome,CUST101567,31.14,0,2.49,33.63
ORD157852,2023-12-10 17:22,Website,Website,ShopeePay,CUST101990,4.86,0,0.39,5.25
ORD157856,2023-12-10 21:00,Shopee,Shopee,PayNow,CUST100673,12.76,0,1.02,13.78
ORD157857,2023-12-10 11:48,Lazada,Lazada,Atome,CUST103147,32.48,0,2.6,35.08
ORD157858,2023-12-10 09:51,FairPrice_Online,FairPrice_Online,PayNow,CUST103992,28.61,0,2.29,30.9
ORD157864,2023-12-10 20:12,Shopee,Shopee,PayNow,CUST102502,13,3.9,1.35,18.25
ORD157868,2023-12-11 17:45,Shopee,Shopee,ShopeePay,CUST102579,5.99,0,0.48,6.47
ORD157869,2023-12-11 16:21,Website,Website,GrabPay,CUST100793,10.5,0,0.84,11.34
ORD157870,2023-12-11 20:51,Shopee,Shopee,Atome,CUST103153,8.76,3,0.94,12.7
ORD157872,2023-12-11 17:32,GrabMart,GrabMart,Atome,CUST102124,11,3,1.12,15.12
ORD157874,2023-12-11 17:31,Website,Website,PayNow,CUST104481,5.25,0,0.42,5.67
ORD157875,2023-12-11 10:21,Website,Website,Credit Card,CUST100133,15.54,0,1.24,16.78
ORD157876,2023-12-11 20:13,Lazada,Lazada,Credit Card,CUST102482,13.4,2.5,1.27,17.17
ORD157881,2023-12-11 20:59,Lazada,Lazada,Credit Card,GUEST1030,57.47,2.5,4.8,64.77
ORD157882,2023-12-11 10:09,Shopee,Shopee,Atome,CUST100129,5.62,2.5,0.65,8.77
ORD157883,2023-12-11 12:23,Shopee,Shopee,ShopeePay,CUST101628,10.28,0,0.82,11.1
ORD157887,2023-12-11 16:24,Shopee,Shopee,Credit Card,CUST103328,11.66,0,0.93,12.59
ORD157888,2023-12-11 16:46,Website,Website,Atome,CUST101006,31.69,2.5,2.74,36.93
ORD157890,2023-12-11 16:24,Shopee,Shopee,GrabPay,CUST102077,8.97,3.9,1.03,13.9
ORD157893,2023-12-11 21:57,Website,Website,GrabPay,CUST101075,16.86,2.5,1.55,20.91
ORD157897,2023-12-11 17:25,Lazada,Lazada,Atome,CUST104155,4.37,2.5,0.55,7.42
ORD157898,2023-12-11 13:34,Lazada,Lazada,PayNow,GUEST1035,10.11,3.9,1.12,15.13
ORD157900,2023-12-11 11:20,Shopee,Shopee,Atome,CUST104455,4.38,0,0.35,4.73
ORD157901,2023-12-12 09:33,Website,Website,Atome,CUST100680,1.76,2.5,0.34,4.6
ORD157903,2023-12-12 14:16,Shopee,Shopee,Atome,CUST104080,5.25,0,0.42,5.67
ORD157905,2023-12-12 18:17,Website,Website,ShopeePay,CUST103897,25.52,0,2.04,27.56
ORD157909,2023-12-12 12:50,Website,Website,Atome,CUST103723,6,0,0.48,6.48
ORD157910,2023-12-12 11:21,Shopee,Shopee,Credit Card,CUST101552,12.36,0,0.99,13.35
ORD157911,2023-12-12 12:08,Website,Website,GrabPay,CUST102855,3,0,0.24,3.24
ORD157917,2023-12-12 19:33,Website,Website,Atome,CUST103438,1.12,2.5,0.29,3.91
ORD157918,2023-12-12 19:29,Shopee,Shopee,GrabPay,CUST104900,15.79,0,1.26,17.05
